,PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,PLAYER_SLUG,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,GAMES_PLAYED_CURRENT_SEASON_FLAG,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER
32,1628408,PJ,Dozier,PJ Dozier,"Dozier, PJ",P. Dozier,pj-dozier,1996-10-25T00:00:00,South Carolina,USA,South Carolina/USA,6-6,205,3,35,Guard-Forward,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,pj_dozier,2017,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
33,203932,Aaron,Gordon,Aaron Gordon,"Gordon, Aaron",A. Gordon,aaron-gordon,1995-09-16T00:00:00,Arizona,USA,Arizona/USA,6-8,235,6,50,Forward,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,aaron_gordon,2014,2020,N,Y,Y,2014,1,4
34,203210,JaMychal,Green,JaMychal Green,"Green, JaMychal",J. Green,jamychal-green,1990-06-21T00:00:00,Alabama,USA,Alabama/USA,6-8,227,6,0,Forward-Center,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,jamychal_green,2014,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
35,1630181,R.J.,Hampton,R.J. Hampton,"Hampton, R.J.",R. Hampton,rj-hampton,2001-02-07T00:00:00,New Zealand Breakers,USA,New Zealand Breakers/USA,6-4,175,0,13,Guard,Active,Y,1610612753,Magic,ORL,magic,Orlando,rj_hampton,2020,2020,N,Y,Y,2020,1,24
36,203914,Gary,Harris,Gary Harris,"Harris, Gary",G. Harris,gary-harris,1994-09-14T00:00:00,Michigan State,USA,Michigan State/USA,6-4,210,6,14,Guard,Active,Y,1610612753,Magic,ORL,magic,Orlando,gary_harris,2014,2020,N,Y,Y,2014,1,19
37,1627885,Shaquille,Harrison,Shaquille Harrison,"Harrison, Shaquille",S. Harrison,shaquille-harrison,1993-10-06T00:00:00,Tulsa,USA,Tulsa/USA,6-7,190,3,3,Guard,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,shaquille_harrison,2017,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
38,1628392,Isaiah,Hartenstein,Isaiah Hartenstein,"Hartenstein, Isaiah",I. Hartenstein,isaiah-hartenstein,1998-05-05T00:00:00,Zalgiris,Germany,Zalgiris/Germany,7-0,250,2,55,Center-Forward,Active,Y,1610612739,Cavaliers,CLE,cavaliers,Cleveland,isaiah_hartenstein,2018,2020,Y,Y,Y,2017,2,43
39,1630210,Markus,Howard,Markus Howard,"Howard, Markus",M. Howard,markus-howard,1999-03-03T00:00:00,Marquette,USA,Marquette/USA,5-10,175,0,00,Guard,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,markus_howard,2020,2020,N,Y,Y,Undrafted,Undrafted,Undrafted
40,203999,Nikola,Jokic,Nikola Jokic,"Jokic, Nikola",N. Jokic,nikola-jokic,1995-02-19T00:00:00,Mega Basket,Serbia,Mega Basket/Serbia,6-11,284,5,15,Center,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,nikola_jokic,2015,2020,N,Y,Y,2014,2,41
41,201580,JaVale,McGee,JaVale McGee,"McGee, JaVale",J. McGee,javale-mcgee,1988-01-19T00:00:00,Nevada-Reno,USA,Nevada-Reno/USA,7-0,270,12,34,Center-Forward,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,javale_mcgee,2008,2020,N,Y,Y,2008,1,18
42,200794,Paul,Millsap,Paul Millsap,"Millsap, Paul",P. Millsap,paul-millsap,1985-02-10T00:00:00,Louisiana Tech,USA,Louisiana Tech/USA,6-7,257,14,4,Forward,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,paul_millsap,2006,2020,N,Y,Y,2006,2,47
43,1628420,Monte,Morris,Monte Morris,"Morris, Monte",M. Morris,monte-morris,1995-06-27T00:00:00,Iowa State,USA,Iowa State/USA,6-2,183,3,11,Guard,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,monte_morris,2017,2020,Y,Y,Y,2017,2,51
44,1627750,Jamal,Murray,Jamal Murray,"Murray, Jamal",J. Murray,jamal-murray,1997-02-23T00:00:00,Kentucky,Canada,Kentucky/Canada,6-3,215,4,27,Guard,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,jamal_murray,2016,2020,N,Y,Y,2016,1,7
45,1630192,Zeke,Nnaji,Zeke Nnaji,"Nnaji, Zeke",Z. Nnaji,zeke-nnaji,2001-01-09T00:00:00,Arizona,USA,Arizona/USA,6-9,240,0,22,Forward-Center,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,zeke_nnaji,2020,2020,N,Y,Y,2020,1,22
46,1629008,Michael,Porter Jr.,Michael Porter Jr.,"Porter Jr., Michael",M. Porter Jr.,michael-porter-jr,1998-06-29T00:00:00,Missouri,USA,Missouri/USA,6-10,218,1,1,Forward,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,michael_porter_jr,2018,2020,N,Y,Y,2018,1,14
47,203085,Austin,Rivers,Austin Rivers,"Rivers, Austin",A. Rivers,austin-rivers,1992-08-01T00:00:00,Duke,USA,Duke/USA,6-4,200,8,25,Guard,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,austin_rivers,2012,2020,N,Y,Y,2012,1,10
48,204222,Greg,Whittington,Greg Whittington,"Whittington, Greg",G. Whittington,greg-whittington,1993-02-07T00:00:00,Georgetown,USA,Georgetown /USA,6-8,210,0,,Forward,Inactive,Y,0,,,,,greg_whittington,2020,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
49,1628962,Udoka,Azubuike,Udoka Azubuike,"Azubuike, Udoka",U. Azubuike,udoka-azubuike,1999-09-17T00:00:00,Kansas,Nigeria,Kansas/Nigeria,6-10,280,0,20,Center-Forward,Active,Y,1610612762,Jazz,UTA,jazz,Utah,udoka_azubuike,2020,2020,Y,Y,Y,2020,1,27
50,202711,Bojan,Bogdanovic,Bojan Bogdanovic,"Bogdanovic, Bojan",B. Bogdanovic,bojan-bogdanovic,1989-04-18T00:00:00,Fenerbahce,Croatia,Fenerbahce/Croatia,6-7,226,6,44,Forward,Active,Y,1610612762,Jazz,UTA,jazz,Utah,bojan_bogdanovic,2014,2020,N,Y,Y,2011,2,31
51,1629714,Jarrell,Brantley,Jarrell Brantley,"Brantley, Jarrell",J. Brantley,jarrell-brantley,1996-06-07T00:00:00,College of Charleston,USA,College of Charleston/USA,6-5,250,1,5,Forward,Active,Y,1610612762,Jazz,UTA,jazz,Utah,jarrell_brantley,2019,2020,Y,Y,Y,2019,2,50
52,203903,Jordan,Clarkson,Jordan Clarkson,"Clarkson, Jordan",J. Clarkson,jordan-clarkson,1992-06-07T00:00:00,Missouri,USA,Missouri/USA,6-4,194,6,00,Guard,Active,Y,1610612762,Jazz,UTA,jazz,Utah,jordan_clarkson,2014,2020,Y,Y,Y,2014,2,46
53,201144,Mike,Conley,Mike Conley,"Conley, Mike",M. Conley,mike-conley,1987-10-11T00:00:00,Ohio State,USA,Ohio State/USA,6-1,175,13,10,Guard,Active,Y,1610612762,Jazz,UTA,jazz,Utah,mike_conley,2007,2020,N,Y,Y,2007,1,4
54,202324,Derrick,Favors,Derrick Favors,"Favors, Derrick",D. Favors,derrick-favors,1991-07-15T00:00:00,Georgia Tech,USA,Georgia Tech/USA,6-9,265,10,15,Forward,Active,Y,1610612762,Jazz,UTA,jazz,Utah,derrick_favors,2010,2020,N,Y,Y,2010,1,3
55,1630235,Trent,Forrest,Trent Forrest,"Forrest, Trent",T. Forrest,trent-forrest,1998-06-12T00:00:00,Florida State,USA,Florida State/USA,6-4,210,0,3,Guard,Active,Y,1610612762,Jazz,UTA,jazz,Utah,trent_forrest,2020,2020,N,Y,Y,Undrafted,Undrafted,Undrafted
56,203497,Rudy,Gobert,Rudy Gobert,"Gobert, Rudy",R. Gobert,rudy-gobert,1992-06-26T00:00:00,Cholet,France,Cholet/France,7-1,258,7,27,Center,Active,Y,1610612762,Jazz,UTA,jazz,Utah,rudy_gobert,2013,2020,Y,Y,Y,2013,1,27
57,1630190,Elijah,Hughes,Elijah Hughes,"Hughes, Elijah",E. Hughes,elijah-hughes,1998-03-10T00:00:00,Syracuse,USA,Syracuse/USA,6-5,215,0,33,Guard,Active,Y,1610612762,Jazz,UTA,jazz,Utah,elijah_hughes,2020,2020,Y,Y,Y,2020,2,39
58,101141,Ersan,Ilyasova,Ersan Ilyasova,"Ilyasova, Ersan",E. Ilyasova,ersan-ilyasova,1987-05-15T00:00:00,FC Barcelona,Turkey,FC Barcelona/Turkey,6-9,235,12,77,Forward,Active,Y,1610612762,Jazz,UTA,jazz,Utah,ersan_ilyasova,2006,2020,Y,Y,Y,2005,2,36
59,204060,Joe,Ingles,Joe Ingles,"Ingles, Joe",J. Ingles,joe-ingles,1987-10-02T00:00:00,Maccabi Tel Aviv,Australia,Maccabi Tel Aviv/Australia,6-8,220,6,2,Forward-Guard,Active,Y,1610612762,Jazz,UTA,jazz,Utah,joe_ingles,2014,2020,N,Y,Y,Undrafted,Undrafted,Undrafted
60,1628378,Donovan,Mitchell,Donovan Mitchell,"Mitchell, Donovan",D. Mitchell,donovan-mitchell,1996-09-07T00:00:00,Louisville,USA,Louisville/USA,6-1,215,3,45,Guard,Active,Y,1610612762,Jazz,UTA,jazz,Utah,donovan_mitchell,2017,2020,N,Y,Y,2017,1,13
61,1629752,Juwan,Morgan,Juwan Morgan,"Morgan, Juwan",J. Morgan,juwan-morgan,1997-04-17T00:00:00,Indiana,USA,Indiana/USA,6-7,232,1,16,Forward,Active,Y,1610612762,Jazz,UTA,jazz,Utah,juwan_morgan,2019,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
62,1627777,Georges,Niang,Georges Niang,"Niang, Georges",G. Niang,georges-niang,1993-06-17T00:00:00,Iowa State,USA,Iowa State/USA,6-7,230,4,31,Forward,Active,Y,1610612762,Jazz,UTA,jazz,Utah,georges_niang,2016,2020,Y,Y,Y,2016,2,50
63,1626220,Royce,O'Neale,Royce O'Neale,"O'Neale, Royce",R. O'Neale,royce-oneale,1993-06-05T00:00:00,Baylor,USA,Baylor/USA,6-4,226,3,23,Forward,Active,Y,1610612762,Jazz,UTA,jazz,Utah,royce_o'neale,2017,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
64,1629671,Miye,Oni,Miye Oni,"Oni, Miye",M. Oni,miye-oni,1997-08-04T00:00:00,Yale,USA,Yale/USA,6-5,206,1,81,Guard-Forward,Active,Y,1610612762,Jazz,UTA,jazz,Utah,miye_oni,2019,2020,Y,Y,Y,2019,2,58
65,1629744,Matt,Thomas,Matt Thomas,"Thomas, Matt",M. Thomas,matt-thomas,1994-08-04T00:00:00,Iowa State,USA,Iowa State/USA,6-4,190,1,21,Guard,Active,Y,1610612762,Jazz,UTA,jazz,Utah,matt_thomas,2019,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
66,203992,Bogdan,Bogdanovic,Bogdan Bogdanovic,"Bogdanovic, Bogdan",B. Bogdanovic,bogdan-bogdanovic,1992-08-18T00:00:00,Fenerbahce,Serbia,Fenerbahce/Serbia,6-6,220,3,13,Guard,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,bogdan_bogdanovic,2017,2020,N,Y,Y,2014,1,27
67,203991,Clint,Capela,Clint Capela,"Capela, Clint",C. Capela,clint-capela,1994-05-18T00:00:00,Elan Chalon,Switzerland,Elan Chalon/Switzerland,6-10,240,6,15,Center,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,clint_capela,2014,2020,Y,Y,Y,2014,1,25
68,1628381,John,Collins,John Collins,"Collins, John",J. Collins,john-collins,1997-09-23T00:00:00,Wake Forest,USA,Wake Forest/USA,6-9,235,3,20,Forward-Center,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,john_collins,2017,2020,N,Y,Y,2017,1,19
69,1627739,Kris,Dunn,Kris Dunn,"Dunn, Kris",K. Dunn,kris-dunn,1994-03-18T00:00:00,Providence,USA,Providence/USA,6-3,205,4,32,Guard,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,kris_dunn,2016,2020,N,Y,Y,2016,1,5
70,1628981,Bruno,Fernando,Bruno Fernando,"Fernando, Bruno",B. Fernando,bruno-fernando,1998-08-15T00:00:00,Maryland,Angola,Maryland/Angola,6-9,240,1,24,Forward-Center,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,bruno_fernando,2019,2020,Y,Y,Y,2019,2,34
71,201568,Danilo,Gallinari,Danilo Gallinari,"Gallinari, Danilo",D. Gallinari,danilo-gallinari,1988-08-08T00:00:00,Olimpia Milano,Italy,Olimpia Milano/Italy,6-10,233,11,8,Forward,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,danilo_gallinari,2008,2020,N,Y,Y,2008,1,6
72,1629164,Brandon,Goodwin,Brandon Goodwin,"Goodwin, Brandon",B. Goodwin,brandon-goodwin,1995-10-02T00:00:00,Florida Gulf Coast,USA,Florida Gulf Coast/USA,6-0,180,2,0,Guard,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,brandon_goodwin,2018,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
73,203524,Solomon,Hill,Solomon Hill,"Hill, Solomon",S. Hill,solomon-hill,1991-03-18T00:00:00,Arizona,USA,Arizona/USA,6-6,226,7,18,Forward,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,solomon_hill,2013,2020,Y,Y,Y,2013,1,23
74,1628989,Kevin,Huerter,Kevin Huerter,"Huerter, Kevin",K. Huerter,kevin-huerter,1998-08-27T00:00:00,Maryland,USA,Maryland/USA,6-7,190,2,3,Guard-Forward,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,kevin_huerter,2018,2020,N,Y,Y,2018,1,19
75,1629631,De'Andre,Hunter,De'Andre Hunter,"Hunter, De'Andre",D. Hunter,deandre-hunter,1997-12-02T00:00:00,Virginia,USA,Virginia/USA,6-8,225,1,12,Forward-Guard,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,deandre_hunter,2019,2020,N,Y,Y,2019,1,4
76,1630233,Nathan,Knight,Nathan Knight,"Knight, Nathan",N. Knight,nathan-knight,1997-09-20T00:00:00,William & Mary,USA,William & Mary/USA,6-10,253,0,1,Forward-Center,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,nathan_knight,2020,2020,N,Y,Y,Undrafted,Undrafted,Undrafted
77,1630219,Skylar,Mays,Skylar Mays,"Mays, Skylar",S. Mays,skylar-mays,1997-09-05T00:00:00,Louisiana State,USA,Louisiana State/USA,6-4,205,0,4,Guard,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,skylar_mays,2020,2020,N,Y,Y,2020,2,50
78,1630168,Onyeka,Okongwu,Onyeka Okongwu,"Okongwu, Onyeka",O. Okongwu,onyeka-okongwu,2000-12-11T00:00:00,Southern California,USA,Southern California/USA,6-8,235,0,17,Forward-Center,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,onyeka_okongwi,2020,2020,N,Y,Y,2020,1,6
79,1629629,Cam,Reddish,Cam Reddish,"Reddish, Cam",C. Reddish,cam-reddish,1999-09-01T00:00:00,Duke,USA,Duke/USA,6-8,218,1,22,Forward-Guard,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,cameron_reddish,2019,2020,N,Y,Y,2019,1,10
80,200765,Rajon,Rondo,Rajon Rondo,"Rondo, Rajon",R. Rondo,rajon-rondo,1986-02-22T00:00:00,Kentucky,USA,Kentucky/USA,6-1,180,14,4,Guard,Active,Y,1610612746,Clippers,LAC,clippers,LA,rajon_rondo,2006,2020,N,Y,Y,2006,1,21
81,203503,Tony,Snell,Tony Snell,"Snell, Tony",T. Snell,tony-snell,1991-11-10T00:00:00,New Mexico,USA,New Mexico/USA,6-6,213,7,19,Guard,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,tony_snell,2013,2020,N,Y,Y,2013,1,20
82,101150,Lou,Williams,Lou Williams,"Williams, Lou",L. Williams,lou-williams,1986-10-27T00:00:00,South Gwinnett HS (GA),USA,South Gwinnett HS (GA)/USA,6-1,175,15,6,Guard,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,lou_williams,2005,2020,Y,Y,Y,2005,2,45
83,1629027,Trae,Young,Trae Young,"Young, Trae",T. Young,trae-young,1998-09-19T00:00:00,Oklahoma,USA,Oklahoma/USA,6-1,180,2,11,Guard,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,trae_young,2018,2020,N,Y,Y,2018,1,5
84,1629121,Jaylen,Adams,Jaylen Adams,"Adams, Jaylen",J. Adams,jaylen-adams,1996-05-04T00:00:00,St. Bonaventure,USA,St. Bonaventure/USA,6-0,225,2,,Guard,Inactive,Y,0,,,,,jaylen_adams,2018,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
